fecha,afluencia
2013-06-20,4859251
2013-06-21,5024334
2013-06-22,4090817
2013-06-23,2836571
2013-06-24,4870396
2013-06-25,4924685
2013-06-26,4996454
2013-06-27,4993106
2013-06-28,5178263
2013-06-29,4283319
2013-06-30,2890772
2013-07-01,4825363
2013-07-02,4960950
2013-07-03,4988851
2013-07-04,4888488
2013-07-05,4751550
2013-07-06,3871021
2013-07-07,2541672
2013-07-08,4740445
2013-07-09,4802836
2013-07-10,4939428
2013-07-11,4864444
2013-07-12,5004446
2013-07-13,4022555
2013-07-14,2651937
2013-07-15,4864771
2013-07-16,4882650
2013-07-17,4934105
2013-07-18,4796460
2013-07-19,4896557
2013-07-20,4030262
2013-07-21,2719261
2013-07-22,4666523
2013-07-23,4794491
2013-07-24,4877381
2013-07-25,4845835
2013-07-26,4853421
2013-07-27,3980226
2013-07-28,2747300
2013-07-29,4868559
2013-07-30,4935263
2013-07-31,5026799
2013-08-01,5147595
2013-08-02,5215280
2013-08-03,4275791
2013-08-04,2843251
2013-08-05,5144248
2013-08-06,5353949
2013-08-07,5374218
2013-08-08,5341833
2013-08-09,5433542
2013-08-10,4253887
2013-08-11,2753799
2013-08-12,5228652
2013-08-13,5334685
2013-08-14,5437454
2013-08-15,5552220
2013-08-16,5570377
2013-08-17,4441716
2013-08-18,2896208
2013-08-19,5223600
2013-08-20,5280744
2013-08-21,5432402
2013-08-22,5380629
2013-08-23,5587220
2013-08-24,4421776
2013-08-25,2808685
2013-08-26,5170157
2013-08-27,5349780
2013-08-28,5518886
2013-08-29,5400189
2013-08-30,5560543
2013-08-31,4453323
2013-09-01,2850031
2013-09-02,5270844
2013-09-03,5427725
2013-09-04,5519088
2013-09-05,5477723
2013-09-06,5554046
2013-09-07,4131644
2013-09-08,2774253
2013-09-09,5132346
2013-09-10,5379427
2013-09-11,5563988
2013-09-12,5499583
2013-09-13,5609468
2013-09-14,4000481
2013-09-15,2290672
2013-09-16,2071215
2013-09-17,5166604
2013-09-18,5375774
2013-09-19,5405216
2013-09-20,5504813
2013-09-21,4227962
2013-09-22,2743621
2013-09-23,5236131
2013-09-24,5379591
2013-09-25,5422828
2013-09-26,5378691
2013-09-27,5670911
2013-09-28,4379514
2013-09-29,2768459
2013-09-30,5309173
2013-10-01,5489297
2013-10-02,5484457
2013-10-03,5440070
2013-10-04,5642163
2013-10-05,4490168
2013-10-06,2831678
2013-10-07,5180103
2013-10-08,5405879
2013-10-09,5421388
2013-10-10,5424974
2013-10-11,5573244
2013-10-12,4395519
2013-10-13,2808909
2013-10-14,5292835
2013-10-15,5430185
2013-10-16,5588037
2013-10-17,5543530
2013-10-18,5622503
2013-10-19,4409972
2013-10-20,2875955
2013-10-21,5194219
2013-10-22,5355506
2013-10-23,5338527
2013-10-24,5449195
2013-10-25,5605460
2013-10-26,4408441
2013-10-27,2974896
2013-10-28,5458014
2013-10-29,5408482
2013-10-30,5535719
2013-10-31,5638776
2013-11-01,5402090
2013-11-02,3697226
2013-11-03,2698806
2013-11-04,5350875
2013-11-05,5461586
2013-11-06,5645144
2013-11-07,5541334
2013-11-08,5723830
2013-11-09,4662980
2013-11-10,2991861
2013-11-11,5365932
2013-11-12,5474663
2013-11-13,5476692
2013-11-14,5510473
2013-11-15,5844753
2013-11-16,4786989
2013-11-17,3160098
2013-11-18,3211463
2013-11-19,5414209
2013-11-20,5532764
2013-11-21,5549956
2013-11-22,5762274
2013-11-23,4548200
2013-11-24,2877059
2013-11-25,5340335
2013-11-26,5529114
2013-11-27,5539203
2013-11-28,5681374
2013-11-29,5814576
2013-11-30,4759544
2013-12-01,3118156
2013-12-02,5347078
2013-12-03,5532034
2013-12-04,5542057
2013-12-05,5646860
2013-12-06,5725398
2013-12-07,4637149
2013-12-08,3137466
2013-12-09,5270949
2013-12-10,5349744
2013-12-11,5532288
2013-12-12,4970994
2013-12-13,4320427
2013-12-14,3937591
2013-12-15,3046712
2013-12-16,4640191
2013-12-17,4791085
2013-12-18,4853014
2013-12-19,4878356
2013-12-20,4659138
2013-12-21,4091339
2013-12-22,3113974
2013-12-23,4425999
2013-12-24,3283825
2013-12-25,1698584
2013-12-26,3769786
2013-12-27,3974604
2013-12-28,3530784
2013-12-29,2640779
2013-12-30,3918392
2013-12-31,2981944
2014-01-01,1756013
2014-01-02,3886743
2014-01-03,4306267
2014-01-04,3879649
2014-01-05,2901635
2014-01-06,4220012
2014-01-07,4520593
2014-01-08,4784748
2014-01-09,4750088
2014-01-10,4857011
2014-01-11,3893910
2014-01-12,2484577
2014-01-13,4798904
2014-01-14,4819482
2014-01-15,5000619
2014-01-16,5003362
2014-01-17,5053452
2014-01-18,3963384
2014-01-19,2553719
2014-01-20,4892744
2014-01-21,4943751
2014-01-22,5054002
2014-01-23,5002534
2014-01-24,5115186
2014-01-25,4106202
2014-01-26,2611038
2014-01-27,4942601
2014-01-28,4970282
2014-01-29,5201910
2014-01-30,5119833
2014-01-31,5497414
2014-02-01,4151821
2014-02-02,2500010
2014-02-03,2738553
2014-02-04,5029945
2014-02-05,5162689
2014-02-06,5195345
2014-02-07,5277170
2014-02-08,4129195
2014-02-09,2650191
2014-02-10,5011176
2014-02-11,5113475
2014-02-12,5232719
2014-02-13,5246141
2014-02-14,5424542
2014-02-15,4116423
2014-02-16,2638348
2014-02-17,5024339
2014-02-18,5110350
2014-02-19,5160809
2014-02-20,5190146
2014-02-21,5234880
2014-02-22,4055243
2014-02-23,2643380
2014-02-24,4981299
2014-02-25,5083931
2014-02-26,5115008
2014-02-27,5137308
2014-02-28,5540674
2014-03-01,4316268
2014-03-02,2679072
2014-03-03,5076615
2014-03-04,5164053
2014-03-05,5207417
2014-03-06,5149928
2014-03-07,5301430
2014-03-08,4306014
2014-03-09,2660178
2014-03-10,4980352
2014-03-11,5063914
2014-03-12,5029355
2014-03-13,4977017
2014-03-14,5161237
2014-03-15,4050909
2014-03-16,2568159
2014-03-17,2709195
2014-03-18,4848955
2014-03-19,5074346
2014-03-20,5007027
2014-03-21,4984824
2014-03-22,4045980
2014-03-23,2569031
2014-03-24,4818378
2014-03-25,4871699
2014-03-26,5068602
2014-03-27,4919749
2014-03-28,5284855
2014-03-29,4036638
2014-03-30,2508139
2014-03-31,4854950
2014-04-01,4977566
2014-04-02,5061328
2014-04-03,4996981
2014-04-04,5147832
2014-04-05,4100372
2014-04-06,2552647
2014-04-07,4723472
2014-04-08,4912898
2014-04-09,4945945
2014-04-10,5084762
2014-04-11,5134873
2014-04-12,3984706
2014-04-13,2582047
2014-04-14,4316939
2014-04-15,4384136
2014-04-16,4403887
2014-04-17,2984882
2014-04-18,1941261
2014-04-19,2365469
2014-04-20,2163184
2014-04-21,4471093
2014-04-22,4781386
2014-04-23,4861303
2014-04-24,4862181
2014-04-25,4948489
2014-04-26,3908927
2014-04-27,2528554
2014-04-28,4853608
2014-04-29,4973333
2014-04-30,5040738
2014-05-01,3100871
2014-05-02,4762770
2014-05-03,3810550
2014-05-04,2547140
2014-05-05,4028442
2014-05-06,4964951
2014-05-07,5051088
2014-05-08,5041006
2014-05-09,5085895
2014-05-10,3509315
2014-05-11,2380770
2014-05-12,4776348
2014-05-13,4898839
2014-05-14,5019349
2014-05-15,4932614
2014-05-16,5149402
2014-05-17,4161350
2014-05-18,2566021
2014-05-19,4841325
2014-05-20,4969125
2014-05-21,4989295
2014-05-22,5074493
2014-05-23,4986563
2014-05-24,4018664
2014-05-25,2546720
2014-05-26,4703145
2014-05-27,4885115
2014-05-28,4966929
2014-05-29,4946961
2014-05-30,5208060
2014-05-31,4178486
2014-06-01,2891981
2014-06-02,4778786
2014-06-03,4933074
2014-06-04,4886560
2014-06-05,4860470
2014-06-06,5054274
2014-06-07,3971959
2014-06-08,2549622
2014-06-09,4681149
2014-06-10,4802742
2014-06-11,4924598
2014-06-12,4755088
2014-06-13,4781130
2014-06-14,4006260
2014-06-15,2535109
2014-06-16,4662239
2014-06-17,4570940
2014-06-18,4778703
2014-06-19,4754161
2014-06-20,4783676
2014-06-21,3889195
2014-06-22,2524288
2014-06-23,4394931
2014-06-24,4614871
2014-06-25,4666854
2014-06-26,4704775
2014-06-27,4869029
2014-06-28,4137081
2014-06-29,2516297
2014-06-30,4528595
2014-07-01,4740656
2014-07-02,4842739
2014-07-03,4779120
2014-07-04,4761736
2014-07-05,4166174
2014-07-06,2600552
2014-07-07,4480106
2014-07-08,4630332
2014-07-09,4659916
2014-07-10,4692866
2014-07-11,4818327
2014-07-12,4138091
2014-07-13,2462471
2014-07-14,4407079
2014-07-15,4496075
2014-07-16,4677088
2014-07-17,4653855
2014-07-18,4695522
2014-07-19,4129347
2014-07-20,2626097
2014-07-21,4434296
2014-07-22,4593277
2014-07-23,4664687
2014-07-24,4545736
2014-07-25,4675362
2014-07-26,4061131
2014-07-27,2565210
2014-07-28,4368829
2014-07-29,4540830
2014-07-30,4657323
2014-07-31,4709517
2014-08-01,4873111
2014-08-02,4281550
2014-08-03,2672446
2014-08-04,4799405
2014-08-05,4919890
2014-08-06,4989397
2014-08-07,4905802
2014-08-08,4847121
2014-08-09,4275789
2014-08-10,2695294
2014-08-11,4872591
2014-08-12,4956985
2014-08-13,5212066
2014-08-14,5103509
2014-08-15,5368847
2014-08-16,4533165
2014-08-17,2792708
2014-08-18,4788461
2014-08-19,5082928
2014-08-20,5030378
2014-08-21,5029056
2014-08-22,5118332
2014-08-23,4363466
2014-08-24,2644204
2014-08-25,4888679
2014-08-26,4953065
2014-08-27,5051739
2014-08-28,5110948
2014-08-29,5239586
2014-08-30,4400272
2014-08-31,2739472
2014-09-01,5148195
2014-09-02,5227490
2014-09-03,5181120
2014-09-04,5195034
2014-09-05,5470031
2014-09-06,4450739
2014-09-07,2666904
2014-09-08,5091517
2014-09-09,5299061
2014-09-10,5222451
2014-09-11,5271322
2014-09-12,5463144
2014-09-13,4305612
2014-09-14,2660150
2014-09-15,3898129
2014-09-16,2093775
2014-09-17,5022598
2014-09-18,5346855
2014-09-19,5352251
2014-09-20,4425178
2014-09-21,2639195
2014-09-22,5085941
2014-09-23,5182242
2014-09-24,5286022
2014-09-25,5249255
2014-09-26,5362763
2014-09-27,4395172
2014-09-28,2728366
2014-09-29,4973781
2014-09-30,5251946
2014-10-01,5134376
2014-10-02,4923569
2014-10-03,5263047
2014-10-04,4300334
2014-10-05,2678113
2014-10-06,4872095
2014-10-07,5028036
2014-10-08,5068338
2014-10-09,4977910
2014-10-10,5224822
2014-10-11,4363988
2014-10-12,2614706
2014-10-13,4863675
2014-10-14,4890475
2014-10-15,5177921
2014-10-16,5053698
2014-10-17,5233467
2014-10-18,4437639
2014-10-19,2710225
2014-10-20,4802502
2014-10-21,4941085
2014-10-22,5000667
2014-10-23,4794198
2014-10-24,5204742
2014-10-25,4318264
2014-10-26,2807899
2014-10-27,4849957
2014-10-28,5110517
2014-10-29,5127815
2014-10-30,5078272
2014-10-31,5272657
2014-11-01,4218082
2014-11-02,2603821
2014-11-03,4840725
2014-11-04,4950392
2014-11-05,4942253
2014-11-06,4914098
2014-11-07,5096640
2014-11-08,4354785
2014-11-09,2649346
2014-11-10,4811923
2014-11-11,5001141
2014-11-12,5004914
2014-11-13,5105544
2014-11-14,5309305
2014-11-15,4462399
2014-11-16,2843826
2014-11-17,2938568
2014-11-18,4783908
2014-11-19,4960718
2014-11-20,4762167
2014-11-21,5035458
2014-11-22,4409810
2014-11-23,2714497
2014-11-24,4814036
2014-11-25,4945365
2014-11-26,5022530
2014-11-27,5064778
2014-11-28,5314097
2014-11-29,4437656
2014-11-30,2866229
2014-12-01,4856716
2014-12-02,5031546
2014-12-03,5084369
2014-12-04,5047653
2014-12-05,5251732
2014-12-06,4522311
2014-12-07,2927350
2014-12-08,4862523
2014-12-09,4981653
2014-12-10,5098166
2014-12-11,5101105
2014-12-12,4916184
2014-12-13,4126727
2014-12-14,2882245
2014-12-15,4851283
2014-12-16,4838213
2014-12-17,5005494
2014-12-18,4981818
2014-12-19,5034327
2014-12-20,4509925
2014-12-21,3182065
2014-12-22,4650757
2014-12-23,4701663
2014-12-24,3459201
2014-12-25,1797971
2014-12-26,3629855
2014-12-27,3767649
2014-12-28,2674818
2014-12-29,4088028
2014-12-30,4154828
2014-12-31,3264652
2015-01-01,1799702
2015-01-02,3690672
2015-01-03,3704793
2015-01-04,2772309
2015-01-05,4626176
2015-01-06,4225379
2015-01-07,4646917
2015-01-08,4723814
2015-01-09,4781263
2015-01-10,3992785
2015-01-11,2560169
2015-01-12,4785906
2015-01-13,4902301
2015-01-14,4969151
2015-01-15,4966808
2015-01-16,5181089
2015-01-17,4259374
2015-01-18,2635259
2015-01-19,4797838
2015-01-20,4932341
2015-01-21,5004815
2015-01-22,5031797
2015-01-23,5143902
2015-01-24,4178769
2015-01-25,2638974
2015-01-26,4984995
2015-01-27,5033464
2015-01-28,5083845
2015-01-29,5094500
2015-01-30,5343710
2015-01-31,4229966
2015-02-01,2620928
2015-02-02,2719811
2015-02-03,4853080
2015-02-04,5152869
2015-02-05,5121548
2015-02-06,5225689
2015-02-07,4265365
2015-02-08,2642395
2015-02-09,4982685
2015-02-10,5091369
2015-02-11,5179259
2015-02-12,5116379
2015-02-13,5301977
2015-02-14,4304380
2015-02-15,2658850
2015-02-16,4914943
2015-02-17,4999359
2015-02-18,5088697
2015-02-19,5056501
2015-02-20,5242605
2015-02-21,4361839
2015-02-22,2648048
2015-02-23,4866466
2015-02-24,4962313
2015-02-25,5152629
2015-02-26,5083610
2015-02-27,5372546
2015-02-28,4576198
2015-03-01,2840104
2015-03-02,4849810
2015-03-03,5093977
2015-03-04,5178170
2015-03-05,5137430
2015-03-06,5192009
2015-03-07,4292003
2015-03-08,2678217
2015-03-09,4856117
2015-03-10,4953712
2015-03-11,5033055
2015-03-12,4963770
2015-03-13,5223392
2015-03-14,4242492
2015-03-15,2558832
2015-03-16,2729727
2015-03-17,4798468
2015-03-18,5116641
2015-03-19,5110978
2015-03-20,5049919
2015-03-21,4215579
2015-03-22,2596491
2015-03-23,4804338
2015-03-24,4905925
2015-03-25,5098282
2015-03-26,5064118
2015-03-27,5323834
2015-03-28,4244387
2015-03-29,2609282
2015-03-30,4519361
2015-03-31,4617379
2015-04-01,4657397
2015-04-02,3201133
2015-04-03,2155441
2015-04-04,2483124
2015-04-05,2203403
2015-04-06,4537100
2015-04-07,4661662
2015-04-08,4915081
2015-04-09,4758577
2015-04-10,4960518
2015-04-11,4010980
2015-04-12,2638389
2015-04-13,4791533
2015-04-14,5034032
2015-04-15,5131237
2015-04-16,5120837
2015-04-17,5207852
2015-04-18,4260446
2015-04-19,2683275
2015-04-20,4839313
2015-04-21,5065913
2015-04-22,5043518
2015-04-23,5097744
2015-04-24,5089009
2015-04-25,4195695
2015-04-26,2608598
2015-04-27,4731661
2015-04-28,5057329
2015-04-29,5042058
2015-04-30,5048516
2015-05-01,3432478
2015-05-02,3657630
2015-05-03,2470077
2015-05-04,4564128
2015-05-05,4429418
2015-05-06,4996475
2015-05-07,5040823
2015-05-08,5183117
2015-05-09,4292740
2015-05-10,2493164
2015-05-11,4712452
2015-05-12,4881332
2015-05-13,4978032
2015-05-14,5005273
2015-05-15,5093131
2015-05-16,4118403
2015-05-17,2678815
2015-05-18,4853548
2015-05-19,4999881
2015-05-20,5018740
2015-05-21,5028454
2015-05-22,5123057
2015-05-23,4317299
2015-05-24,2543386
2015-05-25,4807757
2015-05-26,4961859
2015-05-27,5029903
2015-05-28,5007973
2015-05-29,5202935
2015-05-30,4217334
2015-05-31,2727469
2015-06-01,4805755
2015-06-02,4976149
2015-06-03,4978354
2015-06-04,4980189
2015-06-05,5073510
2015-06-06,4132694
2015-06-07,2393730
2015-06-08,4674745
2015-06-09,4789793
2015-06-10,5027106
2015-06-11,4970181
2015-06-12,5107472
2015-06-13,4098566
2015-06-14,2613715
2015-06-15,4717595
2015-06-16,4840551
2015-06-17,4845539
2015-06-18,4767975
2015-06-19,5021946
2015-06-20,4109862
2015-06-21,2479757
2015-06-22,4554536
2015-06-23,4652697
2015-06-24,4919461
2015-06-25,4830763
2015-06-26,4988795
2015-06-27,4272569
2015-06-28,2760578
2015-06-29,4563569
2015-06-30,4719479
2015-07-01,4871210
2015-07-02,4854728
2015-07-03,4902283
2015-07-04,4063220
2015-07-05,2568078
2015-07-06,4613518
2015-07-07,4727480
2015-07-08,4850647
2015-07-09,4797988
2015-07-10,4806107
2015-07-11,3949380
2015-07-12,2509774
2015-07-13,4449453
2015-07-14,4565798
2015-07-15,4768490
2015-07-16,4709421
2015-07-17,4864678
2015-07-18,3924624
2015-07-19,2503192
2015-07-20,4446242
2015-07-21,4532410
2015-07-22,4630351
2015-07-23,4665866
2015-07-24,4674172
2015-07-25,3806649
2015-07-26,2544374
2015-07-27,4376841
2015-07-28,4588315
2015-07-29,4660804
2015-07-30,4721548
2015-07-31,4754456
2015-08-01,4093512
2015-08-02,2663384
2015-08-03,4619369
2015-08-04,4620529
2015-08-05,4782649
2015-08-06,4822647
2015-08-07,4868482
2015-08-08,3992395
2015-08-09,2597200
2015-08-10,4601943
2015-08-11,4811526
2015-08-12,4892065
2015-08-13,4935196
2015-08-14,4958958
2015-08-15,4279311
2015-08-16,2642804
2015-08-17,4626052
2015-08-18,4850912
2015-08-19,5011100
2015-08-20,5006799
2015-08-21,5042297
2015-08-22,4284646
2015-08-23,2751413
2015-08-24,4683260
2015-08-25,4929784
2015-08-26,4966814
2015-08-27,5023360
2015-08-28,5194136
2015-08-29,4239626
2015-08-30,2744645
2015-08-31,4774434
2015-09-01,5091406
2015-09-02,5102809
2015-09-03,5181474
2015-09-04,5221502
2015-09-05,4318257
2015-09-06,2633263
2015-09-07,4896800
2015-09-08,5062442
2015-09-09,5084514
2015-09-10,5111932
2015-09-11,5223752
2015-09-12,4241485
2015-09-13,2628905
2015-09-14,4768338
2015-09-15,4473362
2015-09-16,2105030
2015-09-17,4746154
2015-09-18,5162911
2015-09-19,4219957
2015-09-20,2631344
2015-09-21,4864512
2015-09-22,4960444
2015-09-23,5042175
2015-09-24,5010771
2015-09-25,5308115
2015-09-26,4105850
2015-09-27,2600038
2015-09-28,4689865
2015-09-29,4742793
2015-09-30,4987464
2015-10-01,5156939
2015-10-02,5191664
2015-10-03,4299203
2015-10-04,2613355
2015-10-05,4935690
2015-10-06,5084888
2015-10-07,5198750
2015-10-08,5178921
2015-10-09,5278031
2015-10-10,4383537
2015-10-11,2619579
2015-10-12,4817710
2015-10-13,5018195
2015-10-14,5113423
2015-10-15,5259114
2015-10-16,5416512
2015-10-17,4427374
2015-10-18,2640353
2015-10-19,4901242
2015-10-20,5106755
2015-10-21,5186117
2015-10-22,5171292
2015-10-23,5268753
2015-10-24,4339314
2015-10-25,2722898
2015-10-26,4884051
2015-10-27,4994108
2015-10-28,5214929
2015-10-29,5169799
2015-10-30,5634755
2015-10-31,4372152
2015-11-01,2721259
2015-11-02,3178761
2015-11-03,4882822
2015-11-04,5169286
2015-11-05,5221597
2015-11-06,5400378
2015-11-07,4266998
2015-11-08,2694382
2015-11-09,4943882
2015-11-10,5173005
2015-11-11,5283672
2015-11-12,5242631
2015-11-13,5482243
2015-11-14,4479592
2015-11-15,2896630
2015-11-16,2989069
2015-11-17,4892270
2015-11-18,5249880
2015-11-19,5218987
2015-11-20,5395295
2015-11-21,4490377
2015-11-22,2760302
2015-11-23,4934369
2015-11-24,5089794
2015-11-25,5223203
2015-11-26,5314160
2015-11-27,5450697
2015-11-28,4567141
2015-11-29,2930857
2015-11-30,5035926
2015-12-01,5299349
2015-12-02,5332947
2015-12-03,5340960
2015-12-04,5475933
2015-12-05,4531777
2015-12-06,2936858
2015-12-07,5065096
2015-12-08,5166599
2015-12-09,5316987
2015-12-10,5381095
2015-12-11,5515787
2015-12-12,4306968
2015-12-13,2963034
2015-12-14,5012582
2015-12-15,5213334
2015-12-16,5304922
2015-12-17,5293200
2015-12-18,5229452
2015-12-19,4633582
2015-12-20,3302673
2015-12-21,4857616
2015-12-22,4866541
2015-12-23,4870786
2015-12-24,3776034
2015-12-25,1834022
2015-12-26,3104923
2015-12-27,2613688
2015-12-28,4103330
2015-12-29,4183088
2015-12-30,4218864
2015-12-31,3417733
2016-01-01,1759293
2016-01-02,2958950
2016-01-03,2662202
2016-01-04,4574916
2016-01-05,4736005
2016-01-06,4443660
2016-01-07,4728715
2016-01-08,5010460
2016-01-09,3921861
2016-01-10,2660088
2016-01-11,4764678
2016-01-12,4920412
2016-01-13,4750761
2016-01-14,4933210
2016-01-15,5152660
2016-01-16,4134291
2016-01-17,2708855
2016-01-18,4898517
2016-01-19,4924655
2016-01-20,5097580
2016-01-21,5064916
2016-01-22,5223282
2016-01-23,4151937
2016-01-24,2633969
2016-01-25,4760886
2016-01-26,4947008
2016-01-27,5122441
2016-01-28,5077347
2016-01-29,5228677
2016-01-30,4148821
2016-01-31,2686496
2016-02-01,2925118
2016-02-02,4887762
2016-02-03,5153293
2016-02-04,5139928
2016-02-05,5393863
2016-02-06,4363989
2016-02-07,2725156
2016-02-08,4936921
2016-02-09,5121915
2016-02-10,5269280
2016-02-11,5175186
2016-02-12,5272003
2016-02-13,3778870
2016-02-14,2621434
2016-02-15,5031806
2016-02-16,5207302
2016-02-17,5248763
2016-02-18,5264967
2016-02-19,5381317
2016-02-20,4351087
2016-02-21,2925789
2016-02-22,4943334
2016-02-23,5157698
2016-02-24,5188243
2016-02-25,5303765
2016-02-26,5491088
2016-02-27,4217797
2016-02-28,2814804
2016-02-29,5094042
2016-03-01,5303548
2016-03-02,5121258
2016-03-03,5348575
2016-03-04,5549201
2016-03-05,4361839
2016-03-06,2918447
2016-03-07,5068617
2016-03-08,5222097
2016-03-09,5057757
2016-03-10,4797152
2016-03-11,5264464
2016-03-12,4439749
2016-03-13,2823224
2016-03-14,5035087
2016-03-15,2920141
2016-03-16,144788
2016-03-17,230259
2016-03-18,4931222
2016-03-19,4362254
2016-03-20,2833297
2016-03-21,3003608
2016-03-22,4349632
2016-03-23,4387252
2016-03-24,3240403
2016-03-25,2238064
2016-03-26,2500092
2016-03-27,2279114
2016-03-28,4716498
2016-03-29,5088554
2016-03-30,5238107
2016-03-31,5112036
2016-04-01,5361176
2016-04-02,4189620
2016-04-03,2702674
2016-04-04,4914657
2016-04-05,5174074
2016-04-06,5491811
2016-04-07,5241346
2016-04-08,5493938
2016-04-09,4186033
2016-04-10,2701989
2016-04-11,4955436
2016-04-12,5166592
2016-04-13,5333313
2016-04-14,5269504
2016-04-15,5530075
2016-04-16,4441615
2016-04-17,2801972
2016-04-18,5018411
2016-04-19,5134289
2016-04-20,5272483
2016-04-21,5156350
2016-04-22,5280854
2016-04-23,4276921
2016-04-24,2756965
2016-04-25,4977129
2016-04-26,5082146
2016-04-27,5217949
2016-04-28,5264510
2016-04-29,5339308
2016-04-30,4513767
2016-05-01,2856151
2016-05-02,4893475
2016-05-03,5241117
2016-05-04,5292803
2016-05-05,4839722
2016-05-06,5211961
2016-05-07,4298224
2016-05-08,2614426
2016-05-09,4923183
2016-05-10,4352219
2016-05-11,4846260
2016-05-12,5081025
2016-05-13,5278706
2016-05-14,4295190
2016-05-15,2761708
2016-05-16,4996643
2016-05-17,5090081
2016-05-18,5221363
2016-05-19,5153037
2016-05-20,5296904
2016-05-21,4494624
2016-05-22,2703568
2016-05-23,4925564
2016-05-24,4858451
2016-05-25,4481029
2016-05-26,5177918
2016-05-27,5365142
2016-05-28,4554208
2016-05-29,2918019
2016-05-30,4857306
2016-05-31,5048107
2016-06-01,5346703
2016-06-02,5080168
2016-06-03,5384995
2016-06-04,4357478
2016-06-05,2733480
2016-06-06,4818636
2016-06-07,4957413
2016-06-08,5045295
2016-06-09,5081446
2016-06-10,5327439
2016-06-11,4280552
2016-06-12,2709433
2016-06-13,4739966
2016-06-14,5045517
2016-06-15,5177275
2016-06-16,5175537
2016-06-17,5316927
2016-06-18,4298508
2016-06-19,2625860
2016-06-20,4771767
2016-06-21,4791186
2016-06-22,5113831
2016-06-23,4949385
2016-06-24,5229135
2016-06-25,4480481
2016-06-26,2865607
2016-06-27,4713762
2016-06-28,4879103
2016-06-29,5001101
2016-06-30,5142659
2016-07-01,4913759
2016-07-02,4130725
2016-07-03,2648507
2016-07-04,4570910
2016-07-05,4804763
2016-07-06,4790243
2016-07-07,4821764
2016-07-08,4830523
2016-07-09,4094632
2016-07-10,2570910
2016-07-11,4369522
2016-07-12,4564841
2016-07-13,4776034
2016-07-14,4701708
2016-07-15,4758981
2016-07-16,3831799
2016-07-17,2612507
2016-07-18,4377565
2016-07-19,4596867
2016-07-20,4640441
2016-07-21,4610868
2016-07-22,4726068
2016-07-23,3866874
2016-07-24,2597997
2016-07-25,4428985
2016-07-26,4590367
2016-07-27,4747806
2016-07-28,4844223
2016-07-29,4968105
2016-07-30,4168193
2016-07-31,2773375
2016-08-01,4823416
2016-08-02,4871390
2016-08-03,5118083
2016-08-04,5070979
2016-08-05,5085030
2016-08-06,4144300
2016-08-07,2692492
2016-08-08,4956896
2016-08-09,5120554
2016-08-10,5208259
2016-08-11,5165135
2016-08-12,5395205
2016-08-13,4341970
2016-08-14,2753132
2016-08-15,5111443
2016-08-16,5217894
2016-08-17,5289489
2016-08-18,5297353
2016-08-19,5586323
2016-08-20,4495252
2016-08-21,2827224
2016-08-22,4898600
2016-08-23,5147516
2016-08-24,5129034
2016-08-25,5253382
2016-08-26,5331193
2016-08-27,4354399
2016-08-28,2848018
2016-08-29,4951498
2016-08-30,5161296
2016-08-31,5271546
2016-09-01,5354859
2016-09-02,5391552
2016-09-03,4474280
2016-09-04,2668263
2016-09-05,5088818
2016-09-06,5209952
2016-09-07,5299338
2016-09-08,5224629
2016-09-09,5480463
2016-09-10,4358766
2016-09-11,2760719
2016-09-12,5076350
2016-09-13,5204934
2016-09-14,5449395
2016-09-15,4861122
2016-09-16,2258653
2016-09-17,3269048
2016-09-18,2462148
2016-09-19,5025163
2016-09-20,5251576
2016-09-21,5266821
2016-09-22,5264351
2016-09-23,5385524
2016-09-24,4363453
2016-09-25,2742753
2016-09-26,4970227
2016-09-27,5115405
2016-09-28,5209753
2016-09-29,5276025
2016-09-30,5490577
2016-10-01,4453065
2016-10-02,2894841
2016-10-03,5094634
2016-10-04,5211732
2016-10-05,5341416
2016-10-06,5281046
2016-10-07,5325319
2016-10-08,4426251
2016-10-09,2685907
2016-10-10,4975087
2016-10-11,5196216
2016-10-12,5214422
2016-10-13,5279406
2016-10-14,5487659
2016-10-15,4594549
2016-10-16,2858046
2016-10-17,5033664
2016-10-18,5286845
2016-10-19,5279264
2016-10-20,5337714
2016-10-21,5446040
2016-10-22,4531355
2016-10-23,2832386
2016-10-24,4996911
2016-10-25,5220776
2016-10-26,5373092
2016-10-27,5389916
2016-10-28,5671850
2016-10-29,4979824
2016-10-30,3055921
2016-10-31,4992388
2016-11-01,4794096
2016-11-02,3402298
2016-11-03,5022797
2016-11-04,5383308
2016-11-05,4378363
2016-11-06,2773853
2016-11-07,5075118
2016-11-08,5295766
2016-11-09,5267888
2016-11-10,5274808
2016-11-11,5390189
2016-11-12,4498711
2016-11-13,2909957
2016-11-14,5133355
2016-11-15,5376517
2016-11-16,5275284
2016-11-17,5427727
2016-11-18,5602601
2016-11-19,4577750
2016-11-20,2939131
2016-11-21,3112353
2016-11-22,5070514
2016-11-23,5377061
2016-11-24,5354880
2016-11-25,5604217
2016-11-26,4525152
2016-11-27,2961225
2016-11-28,5031934
2016-11-29,5298464
2016-11-30,5364196
2016-12-01,5521526
2016-12-02,5626929
2016-12-03,4721070
2016-12-04,3070746
2016-12-05,5201926
2016-12-06,5399230
2016-12-07,5374755
2016-12-08,5418459
2016-12-09,5605664
2016-12-10,4682664
2016-12-11,3185199
2016-12-12,4605674
